área bounding box,ocorrências,%
228960,2,0.0004%
228962,1,0.0002%
229007,1,0.0002%
229042,1,0.0002%
229050,1,0.0002%
229052,1,0.0002%
229068,1,0.0002%
229125,5,0.0009%
229152,1,0.0002%
229178,3,0.0005%
229190,1,0.0002%
229194,1,0.0002%
229207,1,0.0002%
229216,1,0.0002%
229218,1,0.0002%
229264,1,0.0002%
229278,1,0.0002%
229295,1,0.0002%
229320,1,0.0002%
229350,1,0.0002%
229360,1,0.0002%
229361,4,0.0007%
229383,1,0.0002%
229395,4,0.0007%
229416,1,0.0002%
229425,1,0.0002%
229432,1,0.0002%
229437,1,0.0002%
229440,8,0.0015%
229446,1,0.0002%
229450,1,0.0002%
229460,1,0.0002%
229472,1,0.0002%
229478,1,0.0002%
229518,1,0.0002%
229524,1,0.0002%
229559,1,0.0002%
229616,1,0.0002%
229636,2,0.0004%
229653,3,0.0005%
229665,1,0.0002%
229680,1,0.0002%
229714,1,0.0002%
229732,1,0.0002%
229746,1,0.0002%
229792,1,0.0002%
229824,1,0.0002%
229830,3,0.0005%
229836,1,0.0002%
229875,1,0.0002%
229881,3,0.0005%
229900,1,0.0002%
229908,1,0.0002%
229918,1,0.0002%
229977,1,0.0002%
230000,1,0.0002%
230010,2,0.0004%
230020,1,0.0002%
230040,1,0.0002%
230045,1,0.0002%
230068,1,0.0002%
230080,1,0.0002%
230100,1,0.0002%
230124,1,0.0002%
230141,1,0.0002%
230142,1,0.0002%
230156,3,0.0005%
230157,7,0.0013%
230162,1,0.0002%
230208,18,0.0033%
230230,1,0.0002%
230268,1,0.0002%
230275,1,0.0002%
230308,1,0.0002%
230328,1,0.0002%
230347,1,0.0002%
230364,3,0.0005%
230375,2,0.0004%
230376,1,0.0002%
230391,1,0.0002%
230396,2,0.0004%
230400,1,0.0002%
230420,1,0.0002%
230425,1,0.0002%
230432,1,0.0002%
230460,1,0.0002%
230478,1,0.0002%
230505,1,0.0002%
230510,1,0.0002%
230514,2,0.0004%
230535,11,0.002%
230552,2,0.0004%
230583,1,0.0002%
230608,1,0.0002%
230622,1,0.0002%
230625,3,0.0005%
230640,2,0.0004%
230652,1,0.0002%
230660,1,0.0002%
230670,2,0.0004%
230707,1,0.0002%
230736,1,0.0002%
230758,1,0.0002%
230760,1,0.0002%
230790,1,0.0002%
230799,2,0.0004%
230850,1,0.0002%
230862,12,0.0022%
230868,1,0.0002%
230880,1,0.0002%
230885,1,0.0002%
230958,1,0.0002%
231000,3,0.0005%
231012,1,0.0002%
231038,1,0.0002%
231044,1,0.0002%
231075,6,0.0011%
231086,1,0.0002%
231102,1,0.0002%
231104,1,0.0002%
231120,1,0.0002%
231128,1,0.0002%
231132,2,0.0004%
231133,2,0.0004%
231140,1,0.0002%
231168,1,0.0002%
231186,2,0.0004%
231189,13,0.0024%
231240,8,0.0015%
231248,1,0.0002%
231256,1,0.0002%
231268,1,0.0002%
231290,1,0.0002%
231312,1,0.0002%
231325,1,0.0002%
231330,1,0.0002%
231332,1,0.0002%
231336,1,0.0002%
231352,1,0.0002%
231357,2,0.0004%
231375,1,0.0002%
231400,1,0.0002%
231418,1,0.0002%
231426,1,0.0002%
231495,1,0.0002%
231504,1,0.0002%
231516,5,0.0009%
231518,4,0.0007%
231544,1,0.0002%
231568,1,0.0002%
231569,1,0.0002%
231591,1,0.0002%
231595,1,0.0002%
231616,2,0.0004%
231633,1,0.0002%
231648,2,0.0004%
231660,1,0.0002%
231700,1,0.0002%
231725,1,0.0002%
231744,1,0.0002%
231750,1,0.0002%
231756,1,0.0002%
231768,1,0.0002%
231770,1,0.0002%
231786,3,0.0005%
231795,2,0.0004%
231822,1,0.0002%
231830,1,0.0002%
231840,2,0.0004%
231843,16,0.0029%
231855,2,0.0004%
231874,1,0.0002%
231880,1,0.0002%
231896,1,0.0002%
231913,1,0.0002%
231914,1,0.0002%
231936,1,0.0002%
231945,3,0.0005%
231957,1,0.0002%
231984,1,0.0002%
231990,1,0.0002%
231992,1,0.0002%
232042,1,0.0002%
232046,1,0.0002%
232105,1,0.0002%
232125,1,0.0002%
232128,1,0.0002%
232156,1,0.0002%
232208,1,0.0002%
232232,1,0.0002%
232233,1,0.0002%
232237,1,0.0002%
232243,1,0.0002%
232246,1,0.0002%
232256,1,0.0002%
232274,1,0.0002%
232275,1,0.0002%
232300,1,0.0002%
232308,1,0.0002%
232320,2,0.0004%
232352,1,0.0002%
232360,1,0.0002%
232362,1,0.0002%
232368,1,0.0002%
232379,2,0.0004%
232434,1,0.0002%
232438,1,0.0002%
232470,3,0.0005%
232497,4,0.0007%
232544,1,0.0002%
232552,4,0.0007%
232560,1,0.0002%
232603,1,0.0002%
232609,1,0.0002%
232613,1,0.0002%
232640,2,0.0004%
232650,7,0.0013%
232668,1,0.0002%
232696,1,0.0002%
232700,1,0.0002%
232715,1,0.0002%
232752,3,0.0005%
232776,1,0.0002%
232786,1,0.0002%
232791,1,0.0002%
232848,1,0.0002%
232872,1,0.0002%
232932,3,0.0005%
232956,2,0.0004%
232980,2,0.0004%
232986,1,0.0002%
232988,1,0.0002%
232991,2,0.0004%
233002,1,0.0002%
233024,2,0.0004%
233085,3,0.0005%
233088,1,0.0002%
233100,1,0.0002%
233120,1,0.0002%
233122,1,0.0002%
233144,1,0.0002%
233168,2,0.0004%
233172,1,0.0002%
233208,2,0.0004%
233225,1,0.0002%
233235,1,0.0002%
233253,1,0.0002%
233261,2,0.0004%
233273,1,0.0002%
233280,1,0.0002%
233310,4,0.0007%
233312,1,0.0002%
233324,1,0.0002%
233325,1,0.0002%
233350,1,0.0002%
233352,1,0.0002%
233355,4,0.0007%
233359,1,0.0002%
233363,1,0.0002%
233367,1,0.0002%
233402,1,0.0002%
233416,2,0.0004%
233427,1,0.0002%
233448,1,0.0002%
233464,1,0.0002%
233472,1,0.0002%
233496,1,0.0002%
233604,2,0.0004%
233616,2,0.0004%
233625,1,0.0002%
233640,2,0.0004%
233675,1,0.0002%
233680,1,0.0002%
233686,2,0.0004%
233700,2,0.0004%
233742,3,0.0005%
233748,1,0.0002%
233766,1,0.0002%
233776,1,0.0002%
233792,1,0.0002%
233811,1,0.0002%
233815,1,0.0002%
233843,1,0.0002%
233864,1,0.0002%
233871,1,0.0002%
233872,1,0.0002%
233935,1,0.0002%
233970,2,0.0004%
234024,1,0.0002%
234060,4,0.0007%
234080,3,0.0005%
234094,2,0.0004%
234124,1,0.0002%
234132,1,0.0002%
234140,1,0.0002%
234175,1,0.0002%
234188,1,0.0002%
234207,1,0.0002%
234220,1,0.0002%
234244,2,0.0004%
234289,2,0.0004%
234300,1,0.0002%
234302,1,0.0002%
234315,3,0.0005%
234320,1,0.0002%
234360,1,0.0002%
234384,1,0.0002%
234392,1,0.0002%
234394,3,0.0005%
234416,1,0.0002%
234432,2,0.0004%
234437,1,0.0002%
234459,1,0.0002%
234513,1,0.0002%
234530,1,0.0002%
234545,1,0.0002%
234567,1,0.0002%
234606,1,0.0002%
234624,2,0.0004%
234630,1,0.0002%
234649,1,0.0002%
234684,1,0.0002%
234688,1,0.0002%
234696,2,0.0004%
234720,1,0.0002%
234738,1,0.0002%
234765,6,0.0011%
234786,1,0.0002%
234840,2,0.0004%
234848,1,0.0002%
234864,1,0.0002%
234871,1,0.0002%
234872,2,0.0004%
234916,1,0.0002%
234960,1,0.0002%
234969,1,0.0002%
234972,1,0.0002%
234992,1,0.0002%
235000,1,0.0002%
235046,1,0.0002%
235056,1,0.0002%
235063,1,0.0002%
235098,1,0.0002%
235113,1,0.0002%
235125,1,0.0002%
235136,1,0.0002%
235155,1,0.0002%
235176,1,0.0002%
235186,1,0.0002%
235200,1,0.0002%
235204,1,0.0002%
235218,1,0.0002%
235221,1,0.0002%
235224,2,0.0004%
235235,1,0.0002%
235246,1,0.0002%
235290,2,0.0004%
235312,1,0.0002%
235330,1,0.0002%
235363,1,0.0002%
235368,1,0.0002%
235376,1,0.0002%
235388,1,0.0002%
235431,2,0.0004%
235438,1,0.0002%
235458,1,0.0002%
235470,4,0.0007%
235494,1,0.0002%
235516,1,0.0002%
235520,1,0.0002%
235545,3,0.0005%
235548,1,0.0002%
235564,2,0.0004%
235587,2,0.0004%
235600,2,0.0004%
235620,3,0.0005%
235638,1,0.0002%
235654,1,0.0002%
235667,1,0.0002%
235689,1,0.0002%
235712,1,0.0002%
235720,1,0.0002%
235773,1,0.0002%
235804,1,0.0002%
235815,1,0.0002%
235832,3,0.0005%
235835,1,0.0002%
235846,1,0.0002%
235872,2,0.0004%
235893,1,0.0002%
235904,1,0.0002%
235928,1,0.0002%
235950,2,0.0004%
236003,1,0.0002%
236037,1,0.0002%
236070,1,0.0002%
236097,1,0.0002%
236128,1,0.0002%
236160,4,0.0007%
236175,1,0.0002%
236176,1,0.0002%
236222,1,0.0002%
236280,2,0.0004%
236302,1,0.0002%
236320,1,0.0002%
236340,1,0.0002%
236376,2,0.0004%
236384,1,0.0002%
236430,1,0.0002%
236460,1,0.0002%
236482,1,0.0002%
236488,1,0.0002%
236510,2,0.0004%
236529,1,0.0002%
236544,2,0.0004%
236550,1,0.0002%
236551,2,0.0004%
236610,3,0.0005%
236619,1,0.0002%
236624,1,0.0002%
236643,1,0.0002%
236680,1,0.0002%
236694,1,0.0002%
236716,1,0.0002%
236728,1,0.0002%
236730,1,0.0002%
236740,1,0.0002%
236742,1,0.0002%
236756,2,0.0004%
236763,1,0.0002%
236769,1,0.0002%
236775,4,0.0007%
236880,2,0.0004%
236996,2,0.0004%
237009,1,0.0002%
237025,1,0.0002%
237048,1,0.0002%
237068,1,0.0002%
237070,1,0.0002%
237088,2,0.0004%
237116,1,0.0002%
237120,1,0.0002%
237133,1,0.0002%
237188,1,0.0002%
237194,1,0.0002%
237209,1,0.0002%
237216,1,0.0002%
237236,1,0.0002%
237249,1,0.0002%
237270,3,0.0005%
237290,1,0.0002%
237312,1,0.0002%
237328,1,0.0002%
237350,1,0.0002%
237363,1,0.0002%
237375,2,0.0004%
237380,1,0.0002%
237384,1,0.0002%
237390,2,0.0004%
237402,1,0.0002%
237429,1,0.0002%
237440,1,0.0002%
237500,1,0.0002%
237510,1,0.0002%
237515,1,0.0002%
237534,2,0.0004%
237566,1,0.0002%
237585,1,0.0002%
237586,1,0.0002%
237601,1,0.0002%
237606,1,0.0002%
237658,1,0.0002%
237679,1,0.0002%
237698,1,0.0002%
237703,1,0.0002%
237708,1,0.0002%
237712,1,0.0002%
237728,1,0.0002%
237744,2,0.0004%
237776,1,0.0002%
237790,1,0.0002%
237800,1,0.0002%
237811,1,0.0002%
237855,2,0.0004%
237867,1,0.0002%
237888,1,0.0002%
237900,1,0.0002%
237922,1,0.0002%
237930,1,0.0002%
237952,1,0.0002%
237986,1,0.0002%
237989,3,0.0005%
238005,3,0.0005%
238012,1,0.0002%
238044,3,0.0005%
238125,1,0.0002%
238142,1,0.0002%
238150,1,0.0002%
238264,2,0.0004%
238290,1,0.0002%
238315,1,0.0002%
238320,1,0.0002%
238326,1,0.0002%
238336,1,0.0002%
238360,1,0.0002%
238376,1,0.0002%
238392,2,0.0004%
238428,1,0.0002%
238450,1,0.0002%
238500,2,0.0004%
238510,1,0.0002%
238525,2,0.0004%
238551,1,0.0002%
238560,2,0.0004%
238590,1,0.0002%
238602,1,0.0002%
238612,1,0.0002%
238620,3,0.0005%
238628,1,0.0002%
238640,1,0.0002%
238656,1,0.0002%
238680,1,0.0002%
238708,3,0.0005%
238712,1,0.0002%
238720,1,0.0002%
238721,1,0.0002%
238728,1,0.0002%
238760,1,0.0002%
238784,1,0.0002%
238832,2,0.0004%
238846,1,0.0002%
238901,1,0.0002%
238925,1,0.0002%
238933,1,0.0002%
238954,1,0.0002%
238982,1,0.0002%
238994,1,0.0002%
238995,1,0.0002%
239000,2,0.0004%
239008,1,0.0002%
239018,1,0.0002%
239040,1,0.0002%
239093,1,0.0002%
239094,1,0.0002%
239120,1,0.0002%
239183,1,0.0002%
239200,1,0.0002%
239230,1,0.0002%
239232,1,0.0002%
239235,3,0.0005%
239248,1,0.0002%
239250,4,0.0007%
239268,2,0.0004%
239334,1,0.0002%
239370,1,0.0002%
239395,1,0.0002%
239400,2,0.0004%
239427,2,0.0004%
239460,1,0.0002%
239478,2,0.0004%
239512,1,0.0002%
239552,1,0.0002%
239553,1,0.0002%
239568,1,0.0002%
239604,1,0.0002%
239625,2,0.0004%
239644,1,0.0002%
239659,1,0.0002%
239680,1,0.0002%
239696,1,0.0002%
239704,1,0.0002%
239730,1,0.0002%
239734,1,0.0002%
239760,2,0.0004%
239776,1,0.0002%
239798,1,0.0002%
239799,1,0.0002%
239800,1,0.0002%
239812,1,0.0002%
239838,1,0.0002%
239839,1,0.0002%
239841,1,0.0002%
239850,3,0.0005%
239855,1,0.0002%
239856,1,0.0002%
239860,1,0.0002%
239875,1,0.0002%
239888,1,0.0002%
239896,2,0.0004%
239904,1,0.0002%
239910,1,0.0002%
239936,1,0.0002%
239946,1,0.0002%
239956,1,0.0002%
240040,1,0.0002%
240064,1,0.0002%
240074,1,0.0002%
240084,1,0.0002%
240099,1,0.0002%
240123,2,0.0004%
240130,1,0.0002%
240146,2,0.0004%
240172,1,0.0002%
240240,1,0.0002%
240248,1,0.0002%
240264,1,0.0002%
240318,1,0.0002%
240340,1,0.0002%
240350,1,0.0002%
240351,1,0.0002%
240368,2,0.0004%
240375,1,0.0002%
240396,1,0.0002%
240400,1,0.0002%
240405,1,0.0002%
240408,1,0.0002%
240426,2,0.0004%
240434,1,0.0002%
240464,1,0.0002%
240465,2,0.0004%
240480,1,0.0002%
240499,1,0.0002%
240524,2,0.0004%
240560,1,0.0002%
240570,1,0.0002%
240576,2,0.0004%
240746,1,0.0002%
240757,1,0.0002%
240768,1,0.0002%
240825,2,0.0004%
240856,2,0.0004%
240865,2,0.0004%
240885,1,0.0002%
240912,2,0.0004%
240950,1,0.0002%
240958,1,0.0002%
240964,1,0.0002%
240994,1,0.0002%
241016,2,0.0004%
241032,1,0.0002%
241040,1,0.0002%
241080,1,0.0002%
241092,1,0.0002%
241098,1,0.0002%
241101,1,0.0002%
241110,2,0.0004%
241150,1,0.0002%
241152,1,0.0002%
241157,1,0.0002%
241164,2,0.0004%
241230,1,0.0002%
241248,1,0.0002%
241280,1,0.0002%
241292,1,0.0002%
241300,1,0.0002%
241302,1,0.0002%
241345,1,0.0002%
241376,1,0.0002%
241390,2,0.0004%
241392,1,0.0002%
241400,1,0.0002%
241410,1,0.0002%
241416,1,0.0002%
241428,1,0.0002%
241452,1,0.0002%
241466,1,0.0002%
241472,3,0.0005%
241552,1,0.0002%
241560,1,0.0002%
241570,1,0.0002%
241580,1,0.0002%
241584,1,0.0002%
241592,1,0.0002%
241602,1,0.0002%
241629,1,0.0002%
241657,1,0.0002%
241660,1,0.0002%
241695,2,0.0004%
241696,2,0.0004%
241724,1,0.0002%
241758,1,0.0002%
241775,2,0.0004%
241780,1,0.0002%
241815,2,0.0004%
241816,1,0.0002%
241839,1,0.0002%
241868,2,0.0004%
241889,1,0.0002%
241890,1,0.0002%
241895,1,0.0002%
241916,1,0.0002%
241920,3,0.0005%
241956,1,0.0002%
241966,1,0.0002%
241984,2,0.0004%
242028,1,0.0002%
242029,1,0.0002%
242034,1,0.0002%
242077,2,0.0004%
242094,1,0.0002%
242144,3,0.0005%
242158,1,0.0002%
242170,1,0.0002%
242190,1,0.0002%
242203,1,0.0002%
242284,1,0.0002%
242298,1,0.0002%
242303,2,0.0004%
242310,3,0.0005%
242346,1,0.0002%
242347,1,0.0002%
242352,1,0.0002%
242360,1,0.0002%
242382,2,0.0004%
242392,1,0.0002%
242408,1,0.0002%
242420,3,0.0005%
242424,2,0.0004%
242450,1,0.0002%
242473,1,0.0002%
242484,1,0.0002%
242520,1,0.0002%
242536,2,0.0004%
242540,1,0.0002%
242550,1,0.0002%
242560,1,0.0002%
242565,1,0.0002%
242592,1,0.0002%
242625,1,0.0002%
242640,1,0.0002%
242704,1,0.0002%
242722,1,0.0002%
242724,1,0.0002%
242725,1,0.0002%
242780,1,0.0002%
242784,1,0.0002%
242824,2,0.0004%
242853,1,0.0002%
242875,1,0.0002%
242880,1,0.0002%
242888,1,0.0002%
242905,1,0.0002%
242925,1,0.0002%
242928,2,0.0004%
242939,1,0.0002%
242991,1,0.0002%
243022,2,0.0004%
243024,2,0.0004%
243036,1,0.0002%
243048,1,0.0002%
243063,1,0.0002%
243084,1,0.0002%
243090,1,0.0002%
243098,1,0.0002%
243144,1,0.0002%
243178,1,0.0002%
243200,3,0.0005%
243208,1,0.0002%
243210,1,0.0002%
243225,1,0.0002%
243267,1,0.0002%
243302,3,0.0005%
243320,1,0.0002%
243360,1,0.0002%
243361,1,0.0002%
243375,1,0.0002%
243386,1,0.0002%
243390,1,0.0002%
243402,1,0.0002%
243410,1,0.0002%
243432,2,0.0004%
243440,1,0.0002%
243474,1,0.0002%
243507,1,0.0002%
243514,1,0.0002%
243540,3,0.0005%
243542,1,0.0002%
243552,1,0.0002%
243593,1,0.0002%
243600,1,0.0002%
243648,1,0.0002%
243664,1,0.0002%
243675,1,0.0002%
243688,2,0.0004%
243704,1,0.0002%
243741,1,0.0002%
243750,1,0.0002%
243780,1,0.0002%
243789,1,0.0002%
243808,1,0.0002%
243811,1,0.0002%
243846,1,0.0002%
243848,1,0.0002%
243867,1,0.0002%
243870,1,0.0002%
243886,1,0.0002%
243908,1,0.0002%
243915,2,0.0004%
243930,1,0.0002%
243936,3,0.0005%
243974,1,0.0002%
243988,1,0.0002%
244000,1,0.0002%
244020,1,0.0002%
244080,1,0.0002%
244120,1,0.0002%
244125,1,0.0002%
244140,1,0.0002%
244155,1,0.0002%
244188,1,0.0002%
244212,1,0.0002%
244216,1,0.0002%
244221,1,0.0002%
244240,1,0.0002%
244258,1,0.0002%
244288,1,0.0002%
244292,1,0.0002%
244352,1,0.0002%
244360,1,0.0002%
244374,1,0.0002%
244392,1,0.0002%
244400,1,0.0002%
244412,1,0.0002%
244416,2,0.0004%
244460,2,0.0004%
244474,1,0.0002%
244480,1,0.0002%
244496,1,0.0002%
244497,1,0.0002%
244505,2,0.0004%
244530,1,0.0002%
244536,1,0.0002%
244570,1,0.0002%
244610,1,0.0002%
244622,1,0.0002%
244625,1,0.0002%
244635,1,0.0002%
244673,1,0.0002%
244684,1,0.0002%
244712,1,0.0002%
244736,2,0.0004%
244766,1,0.0002%
244770,2,0.0004%
244800,2,0.0004%
244829,1,0.0002%
244872,1,0.0002%
244875,1,0.0002%
244881,1,0.0002%
244920,1,0.0002%
244925,1,0.0002%
244944,1,0.0002%
244968,1,0.0002%
244970,1,0.0002%
244991,1,0.0002%
244992,1,0.0002%
245014,1,0.0002%
245016,2,0.0004%
245024,1,0.0002%
245032,1,0.0002%
245050,1,0.0002%
245100,1,0.0002%
245168,1,0.0002%
245179,2,0.0004%
245190,1,0.0002%
245200,1,0.0002%
245213,1,0.0002%
245214,1,0.0002%
245220,1,0.0002%
245272,1,0.0002%
245310,1,0.0002%
245322,2,0.0004%
245338,1,0.0002%
245340,1,0.0002%
245344,1,0.0002%
245348,1,0.0002%
245385,2,0.0004%
245388,2,0.0004%
245392,1,0.0002%
245430,1,0.0002%
245436,1,0.0002%
245448,1,0.0002%
245462,1,0.0002%
245548,1,0.0002%
245556,1,0.0002%
245575,1,0.0002%
245594,1,0.0002%
245622,1,0.0002%
245632,1,0.0002%
245640,1,0.0002%
245672,1,0.0002%
245680,1,0.0002%
245692,2,0.0004%
245743,1,0.0002%
245760,1,0.0002%
245784,1,0.0002%
245804,1,0.0002%
245808,1,0.0002%
245813,1,0.0002%
245820,1,0.0002%
245830,1,0.0002%
245850,1,0.0002%
245895,1,0.0002%
245898,1,0.0002%
245916,1,0.0002%
245931,1,0.0002%
245935,1,0.0002%
245960,1,0.0002%
246000,3,0.0005%
246012,1,0.0002%
246018,1,0.0002%
246024,1,0.0002%
246036,2,0.0004%
246045,1,0.0002%
246078,1,0.0002%
246085,1,0.0002%
246092,2,0.0004%
246144,1,0.0002%
246170,1,0.0002%
246176,1,0.0002%
246181,1,0.0002%
246189,1,0.0002%
246218,1,0.0002%
246240,2,0.0004%
246304,1,0.0002%
246328,1,0.0002%
246344,1,0.0002%
246350,1,0.0002%
246356,1,0.0002%
246362,1,0.0002%
246384,1,0.0002%
246400,2,0.0004%
246402,2,0.0004%
246420,1,0.0002%
246422,1,0.0002%
246433,1,0.0002%
246440,1,0.0002%
246456,1,0.0002%
246468,1,0.0002%
246510,1,0.0002%
246525,1,0.0002%
246543,2,0.0004%
246615,2,0.0004%
246617,2,0.0004%
246620,1,0.0002%
246644,1,0.0002%
246648,1,0.0002%
246676,1,0.0002%
246698,1,0.0002%
246708,1,0.0002%
246718,1,0.0002%
246743,1,0.0002%
246745,1,0.0002%
246788,1,0.0002%
246800,1,0.0002%
246804,1,0.0002%
246820,1,0.0002%
246840,1,0.0002%
246844,1,0.0002%
246865,2,0.0004%
246888,1,0.0002%
246928,1,0.0002%
246945,1,0.0002%
246960,2,0.0004%
246984,1,0.0002%
246992,1,0.0002%
247000,1,0.0002%
247008,1,0.0002%
247016,1,0.0002%
247020,1,0.0002%
247039,1,0.0002%
247040,1,0.0002%
247050,1,0.0002%
247108,1,0.0002%
247118,1,0.0002%
247126,2,0.0004%
247170,1,0.0002%
247214,2,0.0004%
247230,1,0.0002%
247248,2,0.0004%
247266,1,0.0002%
247270,1,0.0002%
247296,1,0.0002%
247336,2,0.0004%
247340,1,0.0002%
247355,1,0.0002%
247365,1,0.0002%
247380,1,0.0002%
247396,1,0.0002%
247426,1,0.0002%
247428,1,0.0002%
247434,1,0.0002%
247442,1,0.0002%
247450,2,0.0004%
247475,1,0.0002%
247487,1,0.0002%
247515,1,0.0002%
247530,1,0.0002%
247590,1,0.0002%
247596,1,0.0002%
247600,1,0.0002%
247604,1,0.0002%
247608,1,0.0002%
247632,1,0.0002%
247640,1,0.0002%
247652,1,0.0002%
247656,2,0.0004%
247660,1,0.0002%
247672,1,0.0002%
247680,1,0.0002%
247689,1,0.0002%
247710,1,0.0002%
247746,1,0.0002%
247830,1,0.0002%
247842,1,0.0002%
247845,2,0.0004%
247860,1,0.0002%
247896,1,0.0002%
247904,1,0.0002%
247918,1,0.0002%
247950,1,0.0002%
247954,1,0.0002%
247965,1,0.0002%
247968,3,0.0005%
247986,1,0.0002%
248004,1,0.0002%
248024,1,0.0002%
248055,2,0.0004%
248066,1,0.0002%
248082,1,0.0002%
248193,1,0.0002%
248219,1,0.0002%
248245,1,0.0002%
248248,1,0.0002%
248270,1,0.0002%
248292,1,0.0002%
248296,1,0.0002%
248336,2,0.0004%
248346,1,0.0002%
248352,1,0.0002%
248368,1,0.0002%
248374,1,0.0002%
248376,1,0.0002%
248400,2,0.0004%
248412,1,0.0002%
248446,1,0.0002%
248452,1,0.0002%
248460,4,0.0007%
248472,4,0.0007%
248490,1,0.0002%
248508,1,0.0002%
248522,1,0.0002%
248560,2,0.0004%
248575,1,0.0002%
248577,1,0.0002%
248585,1,0.0002%
248626,1,0.0002%
248653,1,0.0002%
248655,1,0.0002%
248668,1,0.0002%
248708,1,0.0002%
248774,1,0.0002%
248820,1,0.0002%
248847,1,0.0002%
248850,1,0.0002%
248864,1,0.0002%
248880,1,0.0002%
248920,2,0.0004%
248952,1,0.0002%
248960,1,0.0002%
248966,1,0.0002%
248976,3,0.0005%
249000,2,0.0004%
249002,1,0.0002%
249038,1,0.0002%
249075,1,0.0002%
249084,2,0.0004%
249090,1,0.0002%
249102,1,0.0002%
249120,1,0.0002%
249146,2,0.0004%
249150,1,0.0002%
249165,1,0.0002%
249168,1,0.0002%
249185,1,0.0002%
249280,1,0.0002%
249288,1,0.0002%
249312,1,0.0002%
249318,1,0.0002%
249332,1,0.0002%
249375,1,0.0002%
249382,1,0.0002%
249403,1,0.0002%
249424,1,0.0002%
249458,2,0.0004%
249480,1,0.0002%
249490,1,0.0002%
249493,2,0.0004%
249501,1,0.0002%
249516,1,0.0002%
249528,1,0.0002%
249571,1,0.0002%
249600,2,0.0004%
249630,1,0.0002%
249664,2,0.0004%
249690,3,0.0005%
249696,2,0.0004%
249716,1,0.0002%
249744,1,0.0002%
249750,1,0.0002%
249780,1,0.0002%
249795,1,0.0002%
249810,2,0.0004%
249812,1,0.0002%
249823,1,0.0002%
249840,1,0.0002%
249860,1,0.0002%
249864,1,0.0002%
249865,2,0.0004%
249885,1,0.0002%
249898,1,0.0002%
249900,1,0.0002%
249924,1,0.0002%
249936,1,0.0002%
249984,2,0.0004%
249990,1,0.0002%
249994,2,0.0004%
250100,1,0.0002%
250155,1,0.0002%
250212,1,0.0002%
250224,1,0.0002%
250236,2,0.0004%
250240,1,0.0002%
250258,1,0.0002%
250278,1,0.0002%
250295,1,0.0002%
250328,2,0.0004%
250344,1,0.0002%
250360,1,0.0002%
250376,1,0.0002%
250405,1,0.0002%
250420,1,0.0002%
250425,1,0.0002%
250444,1,0.0002%
250446,1,0.0002%
250470,3,0.0005%
250472,1,0.0002%
250480,1,0.0002%
250488,2,0.0004%
250502,1,0.0002%
250510,1,0.0002%
250512,2,0.0004%
250534,1,0.0002%
250560,1,0.0002%
250580,1,0.0002%
250582,1,0.0002%
250600,1,0.0002%
250652,1,0.0002%
250660,1,0.0002%
250710,1,0.0002%
250712,1,0.0002%
250800,1,0.0002%
250809,1,0.0002%
250848,2,0.0004%
250852,2,0.0004%
250875,1,0.0002%
250886,1,0.0002%
250898,1,0.0002%
250908,2,0.0004%
250920,2,0.0004%
250931,2,0.0004%
250950,2,0.0004%
250952,1,0.0002%
250962,1,0.0002%
250976,1,0.0002%
250992,2,0.0004%
251015,1,0.0002%
251020,1,0.0002%
251069,1,0.0002%
251075,1,0.0002%
251126,2,0.0004%
251130,2,0.0004%
251163,1,0.0002%
251180,1,0.0002%
251196,1,0.0002%
251262,1,0.0002%
251264,1,0.0002%
251272,1,0.0002%
251277,1,0.0002%
251280,2,0.0004%
251300,1,0.0002%
251320,2,0.0004%
251328,2,0.0004%
251340,1,0.0002%
251370,1,0.0002%
251400,1,0.0002%
251425,1,0.0002%
251428,1,0.0002%
251451,1,0.0002%
251463,1,0.0002%
251472,1,0.0002%
251496,1,0.0002%
251498,1,0.0002%
251514,1,0.0002%
251532,2,0.0004%
251538,1,0.0002%
251575,1,0.0002%
251625,1,0.0002%
251650,2,0.0004%
251656,1,0.0002%
251689,1,0.0002%
251692,1,0.0002%
251715,2,0.0004%
251720,1,0.0002%
251736,1,0.0002%
251740,3,0.0005%
251776,1,0.0002%
251790,2,0.0004%
251804,1,0.0002%
251906,1,0.0002%
251930,1,0.0002%
251968,1,0.0002%
251978,1,0.0002%
251988,1,0.0002%
252000,2,0.0004%
252018,1,0.0002%
252032,1,0.0002%
252035,2,0.0004%
252117,1,0.0002%
252126,1,0.0002%
252142,1,0.0002%
252144,1,0.0002%
252160,1,0.0002%
252200,1,0.0002%
252235,1,0.0002%
252315,1,0.0002%
252320,1,0.0002%
252324,1,0.0002%
252333,1,0.0002%
252340,1,0.0002%
252343,1,0.0002%
252353,1,0.0002%
252369,1,0.0002%
252375,1,0.0002%
252384,2,0.0004%
252408,1,0.0002%
252414,1,0.0002%
252450,2,0.0004%
252461,1,0.0002%
252472,1,0.0002%
252476,1,0.0002%
252494,1,0.0002%
252504,2,0.0004%
252510,1,0.0002%
252540,2,0.0004%
252554,1,0.0002%
252555,1,0.0002%
252600,1,0.0002%
252624,1,0.0002%
252648,1,0.0002%
252657,1,0.0002%
252672,1,0.0002%
252720,2,0.0004%
252736,1,0.0002%
252748,1,0.0002%
252756,4,0.0007%
252762,1,0.0002%
252770,1,0.0002%
252771,1,0.0002%
252845,1,0.0002%
252900,1,0.0002%
252938,1,0.0002%
